Ore Name,ItemStack,Item ID,Wildcard,Mod
crushedPurifiedNikolite,1xgt.metaitem.01@6812,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedNiobium,1xgt.metaitem.01@6047,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedNiter,1xgt.metaitem.01@6531,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedOilsands,1xgt.metaitem.01@6878,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedOlivine,1xgt.metaitem.01@6505,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedOpal,1xgt.metaitem.01@6510,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedOsmium,1xgt.metaitem.01@6083,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedPalladium,1xgt.metaitem.01@6052,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedPentlandite,1xgt.metaitem.01@6909,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedPeridot,1xgt.metaitem.01@6505,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedPerlite,1xgt.metaitem.01@6925,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedPhosphate,1xgt.metaitem.01@6833,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedPhosphor,1xgt.metaitem.01@6021,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedPhosphorite,1xgt.metaitem.01@6534,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedPhosphorus,1xgt.metaitem.01@6534,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedPigIron,1xgt.metaitem.01@6307,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedPitchblende,1xgt.metaitem.01@6873,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedPlatinum,1xgt.metaitem.01@6085,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedPlutonium,1xgt.metaitem.01@6100,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedPlutonium241,1xgt.metaitem.01@6101,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedPollucite,1xgt.metaitem.01@6919,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedPowellite,1xgt.metaitem.01@6883,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedPraseodymium,1xgt.metaitem.01@6066,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedPromethium,1xgt.metaitem.01@6068,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedPumice,1xgt.metaitem.01@6926,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedPyrite,1xgt.metaitem.01@6834,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedPyrolusite,1xgt.metaitem.01@6943,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedPyrope,1xgt.metaitem.01@6835,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedQuartzSand,1xgt.metaitem.01@6939,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedQuartzite,1xgt.metaitem.01@6523,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedRedstone,1xgt.metaitem.01@6810,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedRockSalt,1xgt.metaitem.01@6944,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedRubidium,1xgt.metaitem.01@6043,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedRuby,1xgt.metaitem.01@6502,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedSalt,1xgt.metaitem.01@6817,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedSaltpeter,1xgt.metaitem.01@6836,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedSamarium,1xgt.metaitem.01@6069,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedSapphire,1xgt.metaitem.01@6503,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedScandium,1xgt.metaitem.01@6027,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedScheelite,1xgt.metaitem.01@6910,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedShadowIron,1xgt.metaitem.01@6336,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedSilicon,1xgt.metaitem.01@6020,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedSilver,1xic2.itemPurifiedCrushedOre@5,IC2:itemPurifiedCrushedOre,false,IC2
crushedPurifiedSilver,1xgt.metaitem.01@6054,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedSoapstone,1xgt.metaitem.01@6877,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedSodalite,1xgt.metaitem.01@6525,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedSpessartine,1xgt.metaitem.01@6838,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedSphalerite,1xgt.metaitem.01@6839,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedSpodumene,1xgt.metaitem.01@6920,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedStibnite,1xgt.metaitem.01@6945,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedStrontium,1xgt.metaitem.01@6044,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedSulfur,1xgt.metaitem.01@6022,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedTalc,1xgt.metaitem.01@6902,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedTantalite,1xgt.metaitem.01@6921,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedTantalum,1xgt.metaitem.01@6080,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedTanzanite,1xgt.metaitem.01@6508,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedTellurium,1xgt.metaitem.01@6059,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedTerbium,1xgt.metaitem.01@6072,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedTetrahedrite,1xgt.metaitem.01@6840,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedThorium,1xgt.metaitem.01@6096,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedThulium,1xgt.metaitem.01@6076,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedTin,1xic2.itemPurifiedCrushedOre@3,IC2:itemPurifiedCrushedOre,false,IC2
crushedPurifiedTin,1xgt.metaitem.01@6057,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedTitanium,1xgt.metaitem.01@6028,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedTopaz,1xgt.metaitem.01@6507,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedTrona,1xgt.metaitem.01@6903,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedTungstate,1xgt.metaitem.01@6841,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedTungsten,1xgt.metaitem.01@6081,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedUraninite,1xgt.metaitem.01@6922,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedUranium,1xic2.itemPurifiedCrushedOre@4,IC2:itemPurifiedCrushedOre,false,IC2
crushedPurifiedUranium,1xgt.metaitem.01@6098,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedUranium235,1xgt.metaitem.01@6097,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedUvarovite,1xgt.metaitem.01@6842,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedVanadium,1xgt.metaitem.01@6029,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedVanadiumMagnetite,1xgt.metaitem.01@6923,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedVermiculite,1xgt.metaitem.01@6932,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedVinteum,1xgt.metaitem.01@6529,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedWollastonite,1xgt.metaitem.01@6915,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedWulfenite,1xgt.metaitem.01@6882,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedYellowLimonite,1xgt.metaitem.01@6931,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedYtterbium,1xgt.metaitem.01@6077,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedYttrium,1xgt.metaitem.01@6045,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedZeolite,1xgt.metaitem.01@6916,gregtech:gt.metaitem.01,false,gregtech
crushedPurifiedZinc,1xgt.metaitem.01@6036,gregtech:gt.metaitem.01,false,gregtech
crushedPyrite,1xgt.metaitem.01@5834,gregtech:gt.metaitem.01,false,gregtech
crushedPyrolusite,1xgt.metaitem.01@5943,gregtech:gt.metaitem.01,false,gregtech
crushedPyrope,1xgt.metaitem.01@5835,gregtech:gt.metaitem.01,false,gregtech
crushedQuartzSand,1xgt.metaitem.01@5939,gregtech:gt.metaitem.01,false,gregtech
crushedQuartzite,1xgt.metaitem.01@5523,gregtech:gt.metaitem.01,false,gregtech
crushedRedstone,1xgt.metaitem.01@5810,gregtech:gt.metaitem.01,false,gregtech
crushedRockSalt,1xgt.metaitem.01@5944,gregtech:gt.metaitem.01,false,gregtech
crushedRubidium,1xgt.metaitem.01@5043,gregtech:gt.metaitem.01,false,gregtech
crushedRuby,1xgt.metaitem.01@5502,gregtech:gt.metaitem.01,false,gregtech
crushedSalt,1xgt.metaitem.01@5817,gregtech:gt.metaitem.01,false,gregtech
crushedSaltpeter,1xgt.metaitem.01@5836,gregtech:gt.metaitem.01,false,gregtech
crushedSamarium,1xgt.metaitem.01@5069,gregtech:gt.metaitem.01,false,gregtech
crushedSapphire,1xgt.metaitem.01@5503,gregtech:gt.metaitem.01,false,gregtech
crushedScandium,1xgt.metaitem.01@5027,gregtech:gt.metaitem.01,false,gregtech
crushedScheelite,1xgt.metaitem.01@5910,gregtech:gt.metaitem.01,false,gregtech
crushedShadowIron,1xgt.metaitem.01@5336,gregtech:gt.metaitem.01,false,gregtech
crushedSilicon,1xgt.metaitem.01@5020,gregtech:gt.metaitem.01,false,gregtech
crushedSilver,1xic2.itemCrushedOre@5,IC2:itemCrushedOre,false,IC2
crushedSilver,1xgt.metaitem.01@5054,gregtech:gt.metaitem.01,false,gregtech
crushedSoapstone,1xgt.metaitem.01@5877,gregtech:gt.metaitem.01,false,gregtech
crushedSodalite,1xgt.metaitem.01@5525,gregtech:gt.metaitem.01,false,gregtech
crushedSpessartine,1xgt.metaitem.01@5838,gregtech:gt.metaitem.01,false,gregtech
crushedSphalerite,1xgt.metaitem.01@5839,gregtech:gt.metaitem.01,false,gregtech
crushedSpodumene,1xgt.metaitem.01@5920,gregtech:gt.metaitem.01,false,gregtech
crushedStibnite,1xgt.metaitem.01@5945,gregtech:gt.metaitem.01,false,gregtech
crushedStrontium,1xgt.metaitem.01@5044,gregtech:gt.metaitem.01,false,gregtech
crushedSulfur,1xgt.metaitem.01@5022,gregtech:gt.metaitem.01,false,gregtech
crushedTalc,1xgt.metaitem.01@5902,gregtech:gt.metaitem.01,false,gregtech
crushedTantalite,1xgt.metaitem.01@5921,gregtech:gt.metaitem.01,false,gregtech
crushedTantalum,1xgt.metaitem.01@5080,gregtech:gt.metaitem.01,false,gregtech
crushedTanzanite,1xgt.metaitem.01@5508,gregtech:gt.metaitem.01,false,gregtech
crushedTellurium,1xgt.metaitem.01@5059,gregtech:gt.metaitem.01,false,gregtech
crushedTerbium,1xgt.metaitem.01@5072,gregtech:gt.metaitem.01,false,gregtech
crushedTetrahedrite,1xgt.metaitem.01@5840,gregtech:gt.metaitem.01,false,gregtech
crushedThorium,1xgt.metaitem.01@5096,gregtech:gt.metaitem.01,false,gregtech
crushedThulium,1xgt.metaitem.01@5076,gregtech:gt.metaitem.01,false,gregtech
crushedTin,1xic2.itemCrushedOre@3,IC2:itemCrushedOre,false,IC2
crushedTin,1xgt.metaitem.01@5057,gregtech:gt.metaitem.01,false,gregtech
crushedTitanium,1xgt.metaitem.01@5028,gregtech:gt.metaitem.01,false,gregtech
crushedTopaz,1xgt.metaitem.01@5507,gregtech:gt.metaitem.01,false,gregtech
crushedTrona,1xgt.metaitem.01@5903,gregtech:gt.metaitem.01,false,gregtech
crushedTungstate,1xgt.metaitem.01@5841,gregtech:gt.metaitem.01,false,gregtech
crushedTungsten,1xgt.metaitem.01@5081,gregtech:gt.metaitem.01,false,gregtech
crushedUraninite,1xgt.metaitem.01@5922,gregtech:gt.metaitem.01,false,gregtech
crushedUranium,1xic2.itemCrushedOre@4,IC2:itemCrushedOre,false,IC2
crushedUranium,1xgt.metaitem.01@5098,gregtech:gt.metaitem.01,false,gregtech
crushedUranium235,1xgt.metaitem.01@5097,gregtech:gt.metaitem.01,false,gregtech
crushedUvarovite,1xgt.metaitem.01@5842,gregtech:gt.metaitem.01,false,gregtech
crushedVanadium,1xgt.metaitem.01@5029,gregtech:gt.metaitem.01,false,gregtech
crushedVanadiumMagnetite,1xgt.metaitem.01@5923,gregtech:gt.metaitem.01,false,gregtech
crushedVermiculite,1xgt.metaitem.01@5932,gregtech:gt.metaitem.01,false,gregtech
crushedVinteum,1xgt.metaitem.01@5529,gregtech:gt.metaitem.01,false,gregtech
crushedWollastonite,1xgt.metaitem.01@5915,gregtech:gt.metaitem.01,false,gregtech
crushedWulfenite,1xgt.metaitem.01@5882,gregtech:gt.metaitem.01,false,gregtech
crushedYellowLimonite,1xgt.metaitem.01@5931,gregtech:gt.metaitem.01,false,gregtech
crushedYtterbium,1xgt.metaitem.01@5077,gregtech:gt.metaitem.01,false,gregtech
crushedYttrium,1xgt.metaitem.01@5045,gregtech:gt.metaitem.01,false,gregtech
crushedZeolite,1xgt.metaitem.01@5916,gregtech:gt.metaitem.01,false,gregtech
crushedZinc,1xgt.metaitem.01@5036,gregtech:gt.metaitem.01,false,gregtech
crystalCertusQuartz,1xgt.metaitem.01@8516,gregtech:gt.metaitem.01,false,gregtech
crystalFluix,1xitem.appliedenergistics2.ItemMaterial@7,appliedenergistics2:item.ItemMultiMaterial,false,appliedenergistics2
crystalNetherQuartz,1xitem.netherquartz@0,minecraft:quartz,false,minecraft
crystalPureFluix,1xitem.appliedenergistics2.ItemMaterial@12,appliedenergistics2:item.ItemMultiMaterial,false,appliedenergistics2
crystalQuartz,1xitem.netherquartz@0,minecraft:quartz,false,minecraft
crystalQuartzite,1xgt.metaitem.01@8523,gregtech:gt.metaitem.01,false,gregtech
desertApachePlume,1xtile.desertApachePlume@0,plantmegapack:desertApachePlume,false,plantmegapack
desertBrittlebush,1xtile.desertBrittlebush@0,plantmegapack:desertBrittlebush,false,plantmegapack
desertBroadLeafGilia,1xtile.desertBroadLeafGilia@0,plantmegapack:desertBroadLeafGilia,false,plantmegapack
desertBroomSnakeweed,1xtile.desertBroomSnakeweed@0,plantmegapack:desertBroomSnakeweed,false,plantmegapack
desertKangarooPaw,1xtile.desertKangarooPaw@0,plantmegapack:desertKangarooPaw,false,plantmegapack
desertOcotillo,1xtile.desertOcotillo@0,plantmegapack:desertOcotillo,false,plantmegapack
desertPeninsulaOnion,1xtile.desertPeninsulaOnion@0,plantmegapack:desertPeninsulaOnion,false,plantmegapack
desertSeepwood,1xtile.desertSeepwood@0,plantmegapack:desertSeepwood,false,plantmegapack
desertWhiteSage,1xtile.desertWhiteSage@0,plantmegapack:desertWhiteSage,false,plantmegapack
dirt,1xtile.dirt@0,chisel:dirt,false,chisel
doorBambooAsper,1xtile.bambooAsperDoor@0,plantmegapack:bambooAsperDoor,false,plantmegapack
doorBambooFargesiaRobusta,1xtile.bambooFargesiaRobustaDoor@0,plantmegapack:bambooFargesiaRobustaDoor,false,plantmegapack
doorBambooGiantTimber,1xtile.bambooGiantTimberDoor@0,plantmegapack:bambooGiantTimberDoor,false,plantmegapack
doorBambooGolden,1xtile.bambooGoldenDoor@0,plantmegapack:bambooGoldenDoor,false,plantmegapack
doorBambooMoso,1xtile.bambooMosoDoor@0,plantmegapack:bambooMosoDoor,false,plantmegapack
doorBambooShortTassled,1xtile.bambooShortTassledDoor@0,plantmegapack:bambooShortTassledDoor,false,plantmegapack
doorBambooTimorBlack,1xtile.bambooTimorBlackDoor@0,plantmegapack:bambooTimorBlackDoor,false,plantmegapack
doorBambooTropicalBlue,1xtile.bambooTropicalBlueDoor@0,plantmegapack:bambooTropicalBlueDoor,false,plantmegapack
doorBambooWetForest,1xtile.bambooWetForestDoor@0,plantmegapack:bambooWetForestDoor,false,plantmegapack
dropHoney,1xitem.for.honeyDrop@0,Forestry:honeyDrop,false,Forestry
dropHoneydew,1xitem.for.honeydew@0,Forestry:honeydew,false,Forestry
dropRoyalJelly,1xitem.for.royalJelly@0,Forestry:royalJelly,false,Forestry
dustAdamant,1xgt.metaitem.01@2319,gregtech:gt.metaitem.01,false,gregtech
dustAdamantine,1xgt.metaitem.01@2319,gregtech:gt.metaitem.01,false,gregtech
dustAdamantium,1xgt.metaitem.01@2319,gregtech:gt.metaitem.01,false,gregtech
dustAlmandine,1xgt.metaitem.01@2820,gregtech:gt.metaitem.01,false,gregtech
dustAluminium,1xgt.metaitem.01@2019,gregtech:gt.metaitem.01,false,gregtech
dustAlunite,1xgt.metaitem.01@2911,gregtech:gt.metaitem.01,false,gregtech
dustAmber,1xgt.metaitem.01@2514,gregtech:gt.metaitem.01,false,gregtech
dustAmericium,1xgt.metaitem.01@2103,gregtech:gt.metaitem.01,false,gregtech
dustAmethyst,1xgt.metaitem.01@2509,gregtech:gt.metaitem.01,false,gregtech
dustAndradite,1xgt.metaitem.01@2821,gregtech:gt.metaitem.01,false,gregtech
dustAnnealedCopper,1xgt.metaitem.01@2345,gregtech:gt.metaitem.01,false,gregtech
dustAntimony,1xgt.metaitem.01@2058,gregtech:gt.metaitem.01,false,gregtech
dustAnyBronze,1xic2.itemDust@0,IC2:itemDust,false,IC2
dustAnyBronze,1xgt.metaitem.01@2300,gregtech:gt.metaitem.01,false,gregtech
dustAnyCopper,1xic2.itemDust@3,IC2:itemDust,false,IC2
dustAnyCopper,1xgt.metaitem.01@2035,gregtech:gt.metaitem.01,false,gregtech
dustAnyCopper,1xgt.metaitem.01@2345,gregtech:gt.metaitem.01,false,gregtech
dustAnyIron,1xic2.itemDust@5,IC2:itemDust,false,IC2
dustAnyIron,1xgt.metaitem.01@2032,gregtech:gt.metaitem.01,false,gregtech
dustAnyIron,1xgt.metaitem.01@2304,gregtech:gt.metaitem.01,false,gregtech
dustAnyIron,1xgt.metaitem.01@2307,gregtech:gt.metaitem.01,false,gregtech
dustApatite,1xgt.metaitem.01@2530,gregtech:gt.metaitem.01,false,gregtech
dustArsenic,1xgt.metaitem.01@2039,gregtech:gt.metaitem.01,false,gregtech
dustAsbestos,1xgt.metaitem.01@2946,gregtech:gt.metaitem.01,false,gregtech
dustAsh,1xic2.itemDust2@3,IC2:itemDust2,false,IC2
dustAsh,1xitem.for.ash@0,Forestry:ash,false,Forestry
dustAsh,1xgt.metaitem.01@2815,gregtech:gt.metaitem.01,false,gregtech
dustAshes,1xic2.itemDust2@3,IC2:itemDust2,false,IC2
dustAstralSilver,1xgt.metaitem.01@2333,gregtech:gt.metaitem.01,false,gregtech
dustBandedIron,1xgt.metaitem.01@2917,gregtech:gt.metaitem.01,false,gregtech
dustBarite,1xgt.metaitem.01@2904,gregtech:gt.metaitem.01,false,gregtech
dustBarium,1xgt.metaitem.01@2063,gregtech:gt.metaitem.01,false,gregtech
dustBasalt,1xgt.metaitem.01@2844,gregtech:gt.metaitem.01,false,gregtech
dustBasalticMineralSand,1xgt.metaitem.01@2935,gregtech:gt.metaitem.01,false,gregtech
dustBastnasite,1xgt.metaitem.01@2905,gregtech:gt.metaitem.01,false,gregtech
dustBatteryAlloy,1xgt.metaitem.01@2315,gregtech:gt.metaitem.01,false,gregtech
dustBauxite,1xgt.metaitem.01@2822,gregtech:gt.metaitem.01,false,gregtech
dustBentonite,1xgt.metaitem.01@2927,gregtech:gt.metaitem.01,false,gregtech
dustBeryllium,1xgt.metaitem.01@2008,gregtech:gt.metaitem.01,false,gregtech
dustBiotite,1xgt.metaitem.01@2848,gregtech:gt.metaitem.01,false,gregtech
dustBismuth,1xgt.metaitem.01@2090,gregtech:gt.metaitem.01,false,gregtech
dustBismuthBronze,1xgt.metaitem.01@2353,gregtech:gt.metaitem.01,false,gregtech
dustBlackBronze,1xgt.metaitem.01@2352,gregtech:gt.metaitem.01,false,gregtech
dustBlackSteel,1xgt.metaitem.01@2334,gregtech:gt.metaitem.01,false,gregtech
dustBlaze,1xitem.blazePowder@0,minecraft:blaze_powder,false,minecraft
dustBlizz,1xgt.metaitem.01@2851,gregtech:gt.metaitem.01,false,gregtech
dustBlueAlloy,1xgt.metaitem.01@2309,gregtech:gt.metaitem.01,false,gregtech
dustBlueSteel,1xgt.metaitem.01@2349,gregtech:gt.metaitem.01,false,gregtech
dustBlueTopaz,1xgt.metaitem.01@2513,gregtech:gt.metaitem.01,false,gregtech
dustBlueschist,1xgt.metaitem.01@2852,gregtech:gt.metaitem.01,false,gregtech
dustBluestone,1xgt.metaitem.01@2813,gregtech:gt.metaitem.01,false,gregtech
dustBone,1xitem.dyePowder@15,minecraft:dye,false,minecraft
dustBorax,1xgt.metaitem.01@2941,gregtech:gt.metaitem.01,false,gregtech
dustBoron,1xgt.metaitem.01@2009,gregtech:gt.metaitem.01,false,gregtech
dustBrass,1xgt.metaitem.01@2301,gregtech:gt.metaitem.01,false,gregtech
dustBronze,1xic2.itemDust@0,IC2:itemDust,false,IC2
dustBronze,1xgt.metaitem.01@2300,gregtech:gt.metaitem.01,false,gregtech
dustBrownLimonite,1xgt.metaitem.01@2930,gregtech:gt.metaitem.01,false,gregtech
dustCadmium,1xgt.metaitem.01@2055,gregtech:gt.metaitem.01,false,gregtech
dustCaesium,1xgt.metaitem.01@2062,gregtech:gt.metaitem.01,false,gregtech
dustCalcite,1xgt.metaitem.01@2823,gregtech:gt.metaitem.01,false,gregtech
dustCalcite,1xitem.dustCalcite@0,ihl:dustCalcite,false,ihl
dustCalcium,1xgt.metaitem.01@2026,gregtech:gt.metaitem.01,false,gregtech
dustCarbon,1xgt.metaitem.01@2010,gregtech:gt.metaitem.01,false,gregtech
dustCarborundum,1xitem.dustCarborundum@0,ihl:dustCarborundum,false,ihl
dustCassiterite,1xgt.metaitem.01@2824,gregtech:gt.metaitem.01,false,gregtech
dustCassiteriteSand,1xgt.metaitem.01@2937,gregtech:gt.metaitem.01,false,gregtech
dustCelestine,1xgt.metaitem.01@2913,gregtech:gt.metaitem.01,false,gregtech
dustCerium,1xgt.metaitem.01@2065,gregtech:gt.metaitem.01,false,gregtech
dustCertusQuartz,1xgt.metaitem.01@2516,gregtech:gt.metaitem.01,false,gregtech
dustChalcopyrite,1xgt.metaitem.01@2855,gregtech:gt.metaitem.01,false,gregtech
dustChalk,1xgt.metaitem.01@2856,gregtech:gt.metaitem.01,false,gregtech
dustCharcoal,1xgt.metaitem.01@2536,gregtech:gt.metaitem.01,false,gregtech
dustChargedCertusQuartz,1xgt.metaitem.01@2517,gregtech:gt.metaitem.01,false,gregtech
dustCheese,1xgt.metaitem.01@2894,gregtech:gt.metaitem.01,false,gregtech
dustChert,1xgt.metaitem.01@2857,gregtech:gt.metaitem.01,false,gregtech
dustChili,1xgt.metaitem.01@2895,gregtech:gt.metaitem.01,false,gregtech
dustChocolate,1xgt.metaitem.01@2886,gregtech:gt.metaitem.01,false,gregtech
dustChrome,1xgt.metaitem.01@2030,gregtech:gt.metaitem.01,false,gregtech
dustChromite,1xgt.metaitem.01@2825,gregtech:gt.metaitem.01,false,gregtech
dustChromiumDioxide,1xgt.metaitem.01@2361,gregtech:gt.metaitem.01,false,gregtech
dustChrysotile,1xgt.metaitem.01@2912,gregtech:gt.metaitem.01,false,gregtech
dustCinnabar,1xgt.metaitem.01@2826,gregtech:gt.metaitem.01,false,gregtech
dustClay,1xic2.itemDust@1,IC2:itemDust,false,IC2
dustClay,1xgt.metaitem.01@2805,gregtech:gt.metaitem.01,false,gregtech
dustCoal,1xic2.itemDust@2,IC2:itemDust,false,IC2
dustCoal,1xgt.metaitem.01@2535,gregtech:gt.metaitem.01,false,gregtech
dustCobalt,1xgt.metaitem.01@2033,gregtech:gt.metaitem.01,false,gregtech
dustCobaltBrass,1xgt.metaitem.01@2343,gregtech:gt.metaitem.01,false,gregtech
dustCobaltHexahydrate,1xgt.metaitem.01@2853,gregtech:gt.metaitem.01,false,gregtech
dustCobaltite,1xgt.metaitem.01@2827,gregtech:gt.metaitem.01,false,gregtech
dustCocoa,1xgt.metaitem.01@2887,gregtech:gt.metaitem.01,false,gregtech
dustCoffee,1xgt.metaitem.01@2888,gregtech:gt.metaitem.01,false,gregtech
dustCoffee,1xic2.itemCofeePowder@0,IC2:itemCofeePowder,false,IC2
dustConcrete,1xgt.metaitem.01@2947,gregtech:gt.metaitem.01,false,gregtech
dustConstructionFoam,1xgt.metaitem.01@2854,gregtech:gt.metaitem.01,false,gregtech
dustCooperite,1xgt.metaitem.01@2828,gregtech:gt.metaitem.01,false,gregtech
dustCopper,1xic2.itemDust@3,IC2:itemDust,false,IC2
dustCopper,1xgt.metaitem.01@2035,gregtech:gt.metaitem.01,false,gregtech
dustCrudeOil,1xgt.metaitem.01@2858,gregtech:gt.metaitem.01,false,gregtech
dustCupronickel,1xgt.metaitem.01@2310,gregtech:gt.metaitem.01,false,gregtech
dustDacite,1xgt.metaitem.01@2859,gregtech:gt.metaitem.01,false,gregtech
dustDamascusSteel,1xgt.metaitem.01@2335,gregtech:gt.metaitem.01,false,gregtech
dustDarkAsh,1xgt.metaitem.01@2816,gregtech:gt.metaitem.01,false,gregtech
dustDarkIron,1xgt.metaitem.01@2342,gregtech:gt.metaitem.01,false,gregtech
dustDeepIron,1xgt.metaitem.01@2829,gregtech:gt.metaitem.01,false,gregtech
dustDesh,1xgt.metaitem.01@2884,gregtech:gt.metaitem.01,false,gregtech
dustDiamond,1xic2.itemDust2@1,IC2:itemDust2,false,IC2
dustDiamond,1xgt.metaitem.01@2500,gregtech:gt.metaitem.01,false,gregtech
dustDiatomite,1xgt.metaitem.01@2948,gregtech:gt.metaitem.01,false,gregtech
dustDilithium,1xgt.metaitem.01@2515,gregtech:gt.metaitem.01,false,gregtech
dustDolomite,1xgt.metaitem.01@2914,gregtech:gt.metaitem.01,false,gregtech
dustDuranium,1xgt.metaitem.01@2328,gregtech:gt.metaitem.01,false,gregtech
dustDysprosium,1xgt.metaitem.01@2073,gregtech:gt.metaitem.01,false,gregtech
dustEclogite,1xgt.metaitem.01@2860,gregtech:gt.metaitem.01,false,gregtech
dustElectrum,1xgt.metaitem.01@2303,gregtech:gt.metaitem.01,false,gregtech
dustElectrumFlux,1xgt.metaitem.01@2320,gregtech:gt.metaitem.01,false,gregtech
dustEmerald,1xgt.metaitem.01@2501,gregtech:gt.metaitem.01,false,gregtech
dustEmery,1xgt.metaitem.01@2861,gregtech:gt.metaitem.01,false,gregtech
dustEnderEye,1xgt.metaitem.01@2533,gregtech:gt.metaitem.01,false,gregtech
dustEnderPearl,1xgt.metaitem.01@2532,gregtech:gt.metaitem.01,false,gregtech
dustEnderium,1xgt.metaitem.01@2321,gregtech:gt.metaitem.01,false,gregtech
dustEndstone,1xgt.metaitem.01@2808,gregtech:gt.metaitem.01,false,gregtech
dustEpidote,1xgt.metaitem.01@2862,gregtech:gt.metaitem.01,false,gregtech
dustErbium,1xgt.metaitem.01@2075,gregtech:gt.metaitem.01,false,gregtech
dustEuropium,1xgt.metaitem.01@2070,gregtech:gt.metaitem.01,false,gregtech
dustFZDarkIron,1xgt.metaitem.01@2342,gregtech:gt.metaitem.01,false,gregtech
dustFierySteel,1xgt.metaitem.01@2346,gregtech:gt.metaitem.01,false,gregtech
