Name,ID,Has Block,Mod,Class
Railcraft:tile.railcraft.post.metal.platform,687,true,Railcraft,mods.railcraft.common.blocks.aesthetics.post.ItemPostMetal
Railcraft:tile.railcraft.wall.alpha,688,true,Railcraft,mods.railcraft.common.blocks.aesthetics.wall.ItemWall
Railcraft:tile.railcraft.wall.beta,689,true,Railcraft,mods.railcraft.common.blocks.aesthetics.wall.ItemWall
Railcraft:tile.railcraft.glass,690,true,Railcraft,mods.railcraft.common.blocks.aesthetics.glass.ItemStrengthGlass
Railcraft:tile.railcraft.brick.infernal,691,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick
Railcraft:tile.railcraft.brick.abyssal,692,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick
Railcraft:tile.railcraft.brick.sandy,693,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick
Railcraft:tile.railcraft.brick.frostbound,694,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick
Railcraft:tile.railcraft.brick.quarried,695,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick
Railcraft:tile.railcraft.brick.bleachedbone,696,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick
Railcraft:tile.railcraft.brick.bloodstained,697,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick
Railcraft:tile.railcraft.brick.nether,698,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick
Railcraft:tile.railcraft.detector,699,true,Railcraft,mods.railcraft.common.blocks.detector.ItemDetector
Railcraft:tile.railcraft.machine.gamma,700,true,Railcraft,mods.railcraft.common.blocks.machine.ItemMachine
Railcraft:tile.railcraft.machine.epsilon,701,true,Railcraft,mods.railcraft.common.blocks.machine.ItemMachine
Railcraft:tile.railcraft.worldlogic,702,true,Railcraft,net.minecraft.item.ItemBlock
Railcraft:tile.railcraft.frame,703,true,Railcraft,mods.railcraft.common.blocks.ItemBlockRailcraft
Railcraft:tile.railcraft.machine.delta,704,true,Railcraft,mods.railcraft.common.blocks.machine.ItemMachine
TwilightForest:tile.TFLog,705,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFRoots,706,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFLeaves,707,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFFirefly,708,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.TFCicada,709,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.TFPortal,710,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.TFMazestone,711,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFHedge,712,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFBossSpawner,713,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFFireflyJar,714,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.TFPlant,715,true,TwilightForest,twilightforest.item.ItemBlockTFPlant
TwilightForest:tile.TFUncraftingTable,716,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.TFFireJet,717,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFNagastone,718,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFSapling,719,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFMoonworm,720,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.TFMagicLog,721,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFMagicLeaves,722,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFMagicLogSpecial,723,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFTowerStone,724,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFTowerDevice,725,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFTowerTranslucent,726,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFTrophy,727,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFShield,728,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFTrophyPedestal,729,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFAuroraBrick,730,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.TFUnderBrick,731,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFThorns,732,true,TwilightForest,twilightforest.item.ItemBlockTFThorns
TwilightForest:tile.TFBurntThorns,733,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.TFThornRose,734,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.TFLeaves3,735,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFDeadrock,736,true,TwilightForest,twilightforest.item.ItemBlockTFDeadrock
TwilightForest:tile.DarkLeaves,737,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.AuroraPillar,738,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.AuroraSlab,739,true,TwilightForest,twilightforest.item.ItemBlockTFAuroraSlab
TwilightForest:tile.AuroraDoubleSlab,740,true,TwilightForest,twilightforest.item.ItemBlockTFAuroraSlab
TwilightForest:tile.TrollSteinn,741,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.WispyCloud,742,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.FluffyCloud,743,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.GiantCobble,744,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.GiantLog,745,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.GiantLeaves,746,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.GiantObsidian,747,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.UberousSoil,748,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.HugeStalk,749,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.HugeGloomBlock,750,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.TrollVidr,751,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.UnripeTrollBer,752,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.TrollBer,753,true,TwilightForest,net.minecraft.item.ItemBlock
chisel:amber,755,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:andesite,756,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:antiBlock,757,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:arcane,758,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:autoChisel,759,true,chisel,net.minecraft.item.ItemBlock
chisel:bookshelf,760,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:brickCustom,761,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:carpet_block,762,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:carpet,763,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:cloud,764,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:cobblestone,765,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:mossy_cobblestone,766,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:concrete,767,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:diamond_block,768,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:diorite,769,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:dirt,770,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:emerald_block,771,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:factoryblock,772,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:fantasyblock,773,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:fantasyblock2,774,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:futura,775,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:glass,776,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:glass_pane,777,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:stained_glass_white,778,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:stained_glass_yellow,779,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:stained_glass_lightgray,780,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:stained_glass_brown,781,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:stained_glass_pane_white,782,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:stained_glass_pane_magenta,783,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:stained_glass_pane_yellow,784,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:stained_glass_pane_pink,785,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:stained_glass_pane_lightgray,786,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:stained_glass_pane_purple,787,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:stained_glass_pane_brown,788,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:stained_glass_pane_red,789,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:glowstone,790,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:gold_block,791,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:granite,792,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:grimstone,793,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:hexPlating,794,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:holystone,795,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:ice,796,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:ice_pillar,797,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:ice_stairs.0,798,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:ice_stairs.1,799,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:ice_stairs.2,800,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:ice_stairs.3,801,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:ice_stairs.4,802,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:ice_stairs.5,803,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:ice_stairs.6,804,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:ice_stairs.7,805,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:iron_bars,806,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:iron_block,807,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:jackolantern1,808,true,chisel,net.minecraft.item.ItemBlock
chisel:jackolantern2,809,true,chisel,net.minecraft.item.ItemBlock
chisel:jackolantern3,810,true,chisel,net.minecraft.item.ItemBlock
chisel:jackolantern4,811,true,chisel,net.minecraft.item.ItemBlock
chisel:jackolantern5,812,true,chisel,net.minecraft.item.ItemBlock
chisel:jackolantern6,813,true,chisel,net.minecraft.item.ItemBlock
chisel:jackolantern7,814,true,chisel,net.minecraft.item.ItemBlock
chisel:jackolantern8,815,true,chisel,net.minecraft.item.ItemBlock
chisel:jackolantern9,816,true,chisel,net.minecraft.item.ItemBlock
chisel:jackolantern10,817,true,chisel,net.minecraft.item.ItemBlock
chisel:jackolantern11,818,true,chisel,net.minecraft.item.ItemBlock
chisel:jackolantern12,819,true,chisel,net.minecraft.item.ItemBlock
chisel:jackolantern13,820,true,chisel,net.minecraft.item.ItemBlock
chisel:jackolantern14,821,true,chisel,net.minecraft.item.ItemBlock
chisel:jackolantern15,822,true,chisel,net.minecraft.item.ItemBlock
chisel:jackolantern16,823,true,chisel,net.minecraft.item.ItemBlock
chisel:laboratoryblock,824,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:lapis_block,825,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:lavastone,826,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:leaves,827,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:limestone,828,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:limestone_slab,829,true,chisel,com.cricketcraft.chisel.item.ItemCarvableSlab
chisel:limestone_slab_top,830,true,chisel,com.cricketcraft.chisel.item.ItemCarvableSlab
chisel:limestone_stairs.0,831,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:limestone_stairs.1,832,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:limestone_stairs.2,833,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:limestone_stairs.3,834,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:limestone_stairs.4,835,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:limestone_stairs.5,836,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:limestone_stairs.6,837,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:limestone_stairs.7,838,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:marble,839,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:marble_slab,840,true,chisel,com.cricketcraft.chisel.item.ItemCarvableSlab
chisel:marble_slab_top,841,true,chisel,com.cricketcraft.chisel.item.ItemCarvableSlab
chisel:marble_stairs.0,842,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:marble_stairs.1,843,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:marble_stairs.2,844,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:marble_stairs.3,845,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:marble_stairs.4,846,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:marble_stairs.5,847,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:marble_stairs.6,848,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:marble_stairs.7,849,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:marble_pillar,850,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:marble_pillar_slab,851,true,chisel,com.cricketcraft.chisel.item.ItemCarvableSlab
chisel:marble_pillar_slab_top,852,true,chisel,com.cricketcraft.chisel.item.ItemCarvableSlab
chisel:nether_brick,853,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:netherrack,854,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:obsidian,855,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:packedice,856,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:packedice_pillar,857,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:packedice_stairs.0,858,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:packedice_stairs.1,859,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:packedice_stairs.2,860,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:packedice_stairs.3,861,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:packedice_stairs.4,862,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:packedice_stairs.5,863,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:packedice_stairs.6,864,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:packedice_stairs.7,865,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:paperwall,866,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:paperwall_block,867,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:chest0,868,true,chisel,net.minecraft.item.ItemBlock
chisel:chest1,869,true,chisel,net.minecraft.item.ItemBlock
chisel:chest2,870,true,chisel,net.minecraft.item.ItemBlock
chisel:chest3,871,true,chisel,net.minecraft.item.ItemBlock
chisel:chest4,872,true,chisel,net.minecraft.item.ItemBlock
chisel:chest5,873,true,chisel,net.minecraft.item.ItemBlock
chisel:chest6,874,true,chisel,net.minecraft.item.ItemBlock
chisel:chest7,875,true,chisel,net.minecraft.item.ItemBlock
chisel:chest8,876,true,chisel,net.minecraft.item.ItemBlock
chisel:chest9,877,true,chisel,net.minecraft.item.ItemBlock
chisel:chest10,878,true,chisel,net.minecraft.item.ItemBlock
chisel:chest11,879,true,chisel,net.minecraft.item.ItemBlock
chisel:chest12,880,true,chisel,net.minecraft.item.ItemBlock
chisel:chest13,881,true,chisel,net.minecraft.item.ItemBlock
chisel:chest14,882,true,chisel,net.minecraft.item.ItemBlock
chisel:chest15,883,true,chisel,net.minecraft.item.ItemBlock
chisel:pumpkin1,884,true,chisel,net.minecraft.item.ItemBlock
chisel:pumpkin2,885,true,chisel,net.minecraft.item.ItemBlock
chisel:pumpkin3,886,true,chisel,net.minecraft.item.ItemBlock
chisel:pumpkin4,887,true,chisel,net.minecraft.item.ItemBlock
chisel:pumpkin5,888,true,chisel,net.minecraft.item.ItemBlock
chisel:pumpkin6,889,true,chisel,net.minecraft.item.ItemBlock
chisel:pumpkin7,890,true,chisel,net.minecraft.item.ItemBlock
chisel:pumpkin8,891,true,chisel,net.minecraft.item.ItemBlock
chisel:pumpkin9,892,true,chisel,net.minecraft.item.ItemBlock
chisel:pumpkin10,893,true,chisel,net.minecraft.item.ItemBlock
chisel:pumpkin11,894,true,chisel,net.minecraft.item.ItemBlock
chisel:pumpkin12,895,true,chisel,net.minecraft.item.ItemBlock
chisel:pumpkin13,896,true,chisel,net.minecraft.item.ItemBlock
chisel:pumpkin14,897,true,chisel,net.minecraft.item.ItemBlock
chisel:pumpkin15,898,true,chisel,net.minecraft.item.ItemBlock
chisel:pumpkin16,899,true,chisel,net.minecraft.item.ItemBlock
chisel:redstone_block,900,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:road_line,901,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:sandstone,902,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:sandstone_scribbles,903,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:sand_snakestone,904,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:stone_snakestone,905,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:obsidian_snakestone,906,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:stonebricksmooth,907,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:tallow,908,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:technical,909,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:technical2,910,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:templeblock,911,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:mossy_templeblock,912,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:thaumium,913,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:torch1,914,true,chisel,net.minecraft.item.ItemBlock
chisel:torch2,915,true,chisel,net.minecraft.item.ItemBlock
chisel:torch3,916,true,chisel,net.minecraft.item.ItemBlock
chisel:torch4,917,true,chisel,net.minecraft.item.ItemBlock
chisel:torch5,918,true,chisel,net.minecraft.item.ItemBlock
chisel:torch6,919,true,chisel,net.minecraft.item.ItemBlock
chisel:torch7,920,true,chisel,net.minecraft.item.ItemBlock
chisel:torch8,921,true,chisel,net.minecraft.item.ItemBlock
chisel:torch9,922,true,chisel,net.minecraft.item.ItemBlock
chisel:torch10,923,true,chisel,net.minecraft.item.ItemBlock
chisel:tyrian,924,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:voidstone,925,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:voidstone2,926,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:voidstonePillar,927,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:voidstonePillar2,928,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:warningSign,929,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:waterstone,930,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:oak_planks,931,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:spruce_planks,932,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:birch_planks,933,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:jungle_planks,934,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:acacia_planks,935,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:dark_oak_planks,936,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:woolen_clay,937,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
extracells:certustank,938,true,extracells,extracells.item.ItemBlockCertusTank
extracells:walrus,939,true,extracells,net.minecraft.item.ItemBlock
extracells:fluidcrafter,940,true,extracells,net.minecraft.item.ItemBlock
extracells:ecbaseblock,941,true,extracells,extracells.item.ItemBlockECBase
PFAAGeologica:weakStone,942,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:mediumStone,943,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:strongStone,944,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:veryStrongStone,945,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:mediumCobble,946,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:strongCobble,947,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:veryStrongCobble,948,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:mediumStoneBrick,949,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:strongStoneBrick,950,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:veryStrongStoneBrick,951,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:weakRubble,952,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:weakOreSand,953,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:weakOreRock,954,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:mediumOreRock,955,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:strongOreRock,956,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:weakClay,957,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:weakOreClay,958,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:weakClayBrick,959,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:crudeSand,960,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:crudeRock,961,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:crudeGround,962,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:vanillaOreRock,963,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:mediumCobbleWall,964,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:strongCobbleWall,965,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:veryStrongCobbleWall,966,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:mediumStoneBrickWall,967,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:strongStoneBrickWall,968,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:veryStrongStoneBrickWall,969,true,PFAAGeologica,org.pfaa.item.CompositeBlockItem
PFAAGeologica:mediumCobbleSlab,970,true,PFAAGeologica,org.pfaa.geologica.item.SlabItem
PFAAGeologica:mediumCobbleDoubleSlab,971,true,PFAAGeologica,org.pfaa.geologica.item.SlabItem
PFAAGeologica:strongCobbleSlab,972,true,PFAAGeologica,org.pfaa.geologica.item.SlabItem
PFAAGeologica:veryStrongCobbleSlab,973,true,PFAAGeologica,org.pfaa.geologica.item.SlabItem
PFAAGeologica:strongCobbleDoubleSlab,974,true,PFAAGeologica,org.pfaa.geologica.item.SlabItem
PFAAGeologica:veryStrongCobbleDoubleSlab,975,true,PFAAGeologica,org.pfaa.geologica.item.SlabItem
PFAAGeologica:mediumStoneBrickSlab,976,true,PFAAGeologica,org.pfaa.geologica.item.SlabItem
PFAAGeologica:mediumStoneBrickDoubleSlab,977,true,PFAAGeologica,org.pfaa.geologica.item.SlabItem
PFAAGeologica:strongStoneBrickSlab,978,true,PFAAGeologica,org.pfaa.geologica.item.SlabItem
PFAAGeologica:strongStoneBrickDoubleSlab,979,true,PFAAGeologica,org.pfaa.geologica.item.SlabItem
PFAAGeologica:veryStrongStoneBrickSlab,980,true,PFAAGeologica,org.pfaa.geologica.item.SlabItem
PFAAGeologica:veryStrongStoneBrickDoubleSlab,981,true,PFAAGeologica,org.pfaa.geologica.item.SlabItem
PFAAGeologica:mediumStoneSlab,982,true,PFAAGeologica,org.pfaa.geologica.item.SlabItem
PFAAGeologica:mediumStoneDoubleSlab,983,true,PFAAGeologica,org.pfaa.geologica.item.SlabItem
PFAAGeologica:strongStoneSlab,984,true,PFAAGeologica,org.pfaa.geologica.item.SlabItem
PFAAGeologica:strongStoneDoubleSlab,985,true,PFAAGeologica,org.pfaa.geologica.item.SlabItem
PFAAGeologica:veryStrongStoneSlab,986,true,PFAAGeologica,org.pfaa.geologica.item.SlabItem
PFAAGeologica:veryStrongStoneDoubleSlab,987,true,PFAAGeologica,org.pfaa.geologica.item.SlabItem
PFAAGeologica:mediumCobbleStairs.limestone,988,true,PFAAGeologica,net.minecraft.item.ItemBlock
PFAAGeologica:strongCobbleStairs.granite,989,true,PFAAGeologica,net.minecraft.item.ItemBlock
PFAAGeologica:strongCobbleStairs.marble,990,true,PFAAGeologica,net.minecraft.item.ItemBlock
PFAAGeologica:mediumStoneBrickStairs.limestone,991,true,PFAAGeologica,net.minecraft.item.ItemBlock
PFAAGeologica:strongStoneBrickStairs.granite,992,true,PFAAGeologica,net.minecraft.item.ItemBlock
PFAAGeologica:strongStoneBrickStairs.marble,993,true,PFAAGeologica,net.minecraft.item.ItemBlock
PFAAGeologica:lightOil,994,true,PFAAGeologica,org.pfaa.chemica.item.ColoredItemBlock
PFAAGeologica:mediumOil,995,true,PFAAGeologica,org.pfaa.chemica.item.ColoredItemBlock
PFAAGeologica:heavyOil,996,true,PFAAGeologica,org.pfaa.chemica.item.ColoredItemBlock
PFAAGeologica:extraHeavyOil,997,true,PFAAGeologica,org.pfaa.chemica.item.ColoredItemBlock
PFAAGeologica:naturalGas,998,true,PFAAGeologica,org.pfaa.chemica.item.ColoredItemBlock
gregtech:gt.blockmachines,999,true,gregtech,gregtech.common.blocks.GT_Item_Machines
gregtech:gt.blockcasings,1000,true,gregtech,gregtech.common.blocks.GT_Item_Casings1
gregtech:gt.blockcasings2,1001,true,gregtech,gregtech.common.blocks.GT_Item_Casings2
gregtech:gt.blockcasings3,1002,true,gregtech,gregtech.common.blocks.GT_Item_Casings3
gregtech:gt.blockcasings4,1003,true,gregtech,gregtech.common.blocks.GT_Item_Casings4
gregtech:gt.blockgranites,1004,true,gregtech,gregtech.common.blocks.GT_Item_Granites
